,CNES,TPGESTAO,SGRUPHAB
1010,2576341,Dupla,1706
1011,2576341,Dupla,1708
1012,2576341,Dupla,1723
1013,2577623,Dupla,1712
1014,2577623,Dupla,1713
1015,2577623,Dupla,1717
1016,2577623,Municipal,1701
1017,2577623,Municipal,1712
1018,2577623,Municipal,1717
1019,2586169,Municipal,1701
1020,2586169,Municipal,1707
1021,2586169,Municipal,1708
1022,2586169,Municipal,1717
1023,2586169,Municipal,1723
1024,2586797,Municipal,1704
1025,2586797,Municipal,1715
1026,2591049,Dupla,1701
1027,2591049,Dupla,1704
1028,2591049,Dupla,1712
1029,2591049,Estadual,1712
1030,2591049,Estadual,1718
1031,2591049,Municipal,1712
1032,2591049,Municipal,1718
1033,2594366,Municipal,1706
1034,2600536,Estadual,1701
1035,2600536,Estadual,1707
1036,2600536,Estadual,1719
1037,2601680,Dupla,1707
1038,2601680,Dupla,1708
1039,2601680,Dupla,1717
1040,2601680,Municipal,1708
1041,2605473,Estadual,1706
1042,2611686,Municipal,1701
1043,2611686,Municipal,1706
1044,2611686,Municipal,1718
1045,2611686,Municipal,1723
1046,2639009,Dupla,1706
1047,2646536,Estadual,1708
1048,2646536,Estadual,1723
1049,2646536,Municipal,1708
1050,2649527,Estadual,1705
1051,2649527,Estadual,1716
1052,2651394,Municipal,1701
1053,2651394,Municipal,1706
1054,2651394,Municipal,1707
1055,2651394,Municipal,1717
1056,2651394,Municipal,1723
1057,2653982,Dupla,1706
1058,2653982,Municipal,1706
1059,2655519,Municipal,1701
1060,2655519,Municipal,1707
1061,2655519,Municipal,1709
1062,2656930,Dupla,1706
1063,2656930,Municipal,1706
1064,2659107,Dupla,1708
1065,2659107,Municipal,1701
1066,2659107,Municipal,1708
1067,2673916,Estadual,1701
1068,2673916,Estadual,1706
1069,2676060,Municipal,1701
1070,2676060,Municipal,1709
1071,2686953,Dupla,1707
1072,2686953,Estadual,1706
1073,2686953,Estadual,1707
1074,2688573,Dupla,1714
1075,2688573,Estadual,1714
1076,2688573,Estadual,1721
1077,2688689,Dupla,1701
1078,2688689,Dupla,1705
1079,2688689,Dupla,1708
1080,2688689,Dupla,1709
1081,2688689,Estadual,1708
1082,2688689,Estadual,1709
1083,2688689,Estadual,1717
1084,2688689,Estadual,1723
1085,2691868,Dupla,1701
1086,2691868,Dupla,1711
1087,2691868,Estadual,1711
1088,2695324,Municipal,1701
1089,2695324,Municipal,1707
1090,2695324,Municipal,1708
1091,2695324,Municipal,1709
1092,2695324,Municipal,1718
1093,2695324,Municipal,1723
1094,2697696,Municipal,1701
1095,2697696,Municipal,1707
1096,2697696,Municipal,1708
1097,2697696,Municipal,1709
1098,2697696,Municipal,1712
1099,2697696,Municipal,1713
1100,2697696,Municipal,1717
1101,2697696,Municipal,1722
1102,2704900,Estadual,1701
1103,2704900,Estadual,1706
1104,2704900,Estadual,1707
1105,2704900,Estadual,1709
1106,2705982,Dupla,1701
1107,2705982,Dupla,1707
1108,2705982,Dupla,1708
1109,2705982,Dupla,1713
1110,2705982,Estadual,1713
1111,2705982,Estadual,1718
1112,2705982,Estadual,1723
1113,2705982,Municipal,1701
1114,2707918,Dupla,1707
1115,2707918,Dupla,1708
1116,2707918,Dupla,1717
1117,2707918,Dupla,1718
1118,2707918,Estadual,1701
1119,2707918,Estadual,1707
1120,2707918,Estadual,1708
1121,2707918,Estadual,1718
1122,2708779,Municipal,1707
1123,2716801,Municipal,1711
1124,2723190,Municipal,1705
1125,2723190,Municipal,1715
1126,2723190,Municipal,1716
1127,2723220,Municipal,1701
1128,2723220,Municipal,1712
1129,2723220,Municipal,1713
1130,2723220,Municipal,1717
1131,2723220,Municipal,1722
1132,2726653,Municipal,1714
1133,2726998,Municipal,1702
1134,2726998,Municipal,1713
1135,2726998,Municipal,1717
1136,2737434,Estadual,1701
1137,2737434,Estadual,1704
1138,2737434,Estadual,1707
1139,2737434,Estadual,1717
1140,2737434,Estadual,1723
1141,2740338,Estadual,1701
1142,2740338,Estadual,1713
1143,2740338,Estadual,1717
1144,2740338,Estadual,1723
1145,2741989,Dupla,1706
1146,2741989,Estadual,1706
1147,2741989,Estadual,1723
1148,2743469,Municipal,1706
1149,2743469,Municipal,1718
1150,2743469,Municipal,1723
1151,2748029,Dupla,1701
1152,2748029,Dupla,1705
1153,2748029,Estadual,1705
1154,2748029,Estadual,1708
1155,2748223,Dupla,1707
1156,2748223,Dupla,1708
1157,2748223,Dupla,1709
1158,2748223,Estadual,1701
1159,2748223,Estadual,1707
1160,2748223,Estadual,1708
1161,2748223,Estadual,1709
1162,2748223,Estadual,1718
1163,2748223,Estadual,1719
1164,2748223,Estadual,1723
1165,2749319,Municipal,1714
1166,2749319,Municipal,1721
1167,2754843,Municipal,1706
1168,2754843,Municipal,1709
1169,2755130,Estadual,1706
1170,2755130,Estadual,1707
1171,2755130,Estadual,1708
1172,2755130,Estadual,1709
1173,2755130,Estadual,1723
1174,2756951,Municipal,1706
1175,2757761,Dupla,1719
1176,2757761,Estadual,1719
1177,2758164,Dupla,1707
1178,2758164,Dupla,1708
1179,2758164,Municipal,1701
1180,2758164,Municipal,1707
1181,2758164,Municipal,1708
1182,2758164,Municipal,1718
1183,2758164,Municipal,1723
1184,2761092,Dupla,1701
1185,2761092,Dupla,1707
1186,2761092,Dupla,1708
1187,2761092,Dupla,1717
1188,2761092,Municipal,1707
1189,2761092,Municipal,1708
1190,2761092,Municipal,1717
1191,2761092,Municipal,1723
1192,2772280,Dupla,1706
1193,2772280,Dupla,1707
1194,2772280,Dupla,1714
1195,2772280,Dupla,1715
1196,2772280,Dupla,1718
1197,2772280,Municipal,1701
1198,2772280,Municipal,1706
1199,2772280,Municipal,1707
1200,2772280,Municipal,1714
1201,2772280,Municipal,1715
1202,2772310,Dupla,1701
1203,2772310,Dupla,1707
1204,2772310,Municipal,1707
1205,2772310,Municipal,1723
1206,2772566,Municipal,1704
1207,2772566,Municipal,1706
1208,2772566,Municipal,1715
1209,2772566,Municipal,1719
1210,2772566,Municipal,1720
1211,2775999,Dupla,1701
1212,2775999,Dupla,1706
1213,2775999,Dupla,1707
1214,2775999,Dupla,1713
1215,2775999,Dupla,1718
1216,2775999,Dupla,1723
1217,2781859,Dupla,1701
1218,2781859,Dupla,1708
1219,2781859,Dupla,1709
1220,2784602,Municipal,1706
1221,2786117,Estadual,1706
1222,2786117,Estadual,1707
1223,2786117,Estadual,1718
1224,2786117,Estadual,1719
1225,2786435,Municipal,1701
1226,2786435,Municipal,1707
1227,2786435,Municipal,1708
1228,2786435,Municipal,1709
1229,2786435,Municipal,1718
1230,2790602,Dupla,1707
1231,2790602,Dupla,1708
1232,2790602,Dupla,1709
1233,2790602,Estadual,1707
1234,2790602,Estadual,1708
1235,2790602,Estadual,1709
1236,2795671,Estadual,1706
1237,2798298,Municipal,1701
1238,2798298,Municipal,1707
1239,2798298,Municipal,1708
1240,2798298,Municipal,1712
1241,2798298,Municipal,1718
1242,2798298,Municipal,1723
1243,2799286,Dupla,1706
1244,2802104,Dupla,1706
1245,2802104,Dupla,1707
1246,2802104,Dupla,1717
1247,2802104,Estadual,1706
1248,2802104,Estadual,1707
1249,2802104,Estadual,1717
1250,2802104,Estadual,1718
1251,2802112,Dupla,1705
1252,2802112,Dupla,1706
1253,2802112,Municipal,1705
1254,2816210,Estadual,1707
1255,2816210,Estadual,1708
1256,2816210,Estadual,1709
1257,2816210,Estadual,1723
1258,2816210,Municipal,1701
1259,2816210,Municipal,1707
1260,2816210,Municipal,1708
1261,2816210,Municipal,1709
1262,3021114,Municipal,1701
1263,3021114,Municipal,1707
1264,3021114,Municipal,1708
1265,3021114,Municipal,1712
1266,3021114,Municipal,1723
1267,3075516,Municipal,1706
1268,3075516,Municipal,1718
1269,3075516,Municipal,1723
1270,3126838,Estadual,1701
1271,3126838,Estadual,1706
1272,3126838,Estadual,1707
1273,3126838,Estadual,1708
1274,3126838,Estadual,1717
1275,3126838,Estadual,1723
1276,3145425,Municipal,1715
1277,3157245,Dupla,1701
1278,3157245,Dupla,1708
1279,3285391,Municipal,1706
1280,3285391,Municipal,1707
1281,3369293,Dupla,1706
1282,3400557,Estadual,1715
1283,3477371,Municipal,1704
1284,3675580,Dupla,1707
1285,4001303,Estadual,1714
1286,4009444,Municipal,1706
1287,4028155,Estadual,1706
1288,4044916,Dupla,1701
1289,4044916,Dupla,1708
1290,4044916,Dupla,1718
1291,4044916,Estadual,1708
1292,4044916,Estadual,1718
1293,4044916,Estadual,1719
1294,4044916,Estadual,1720
1295,4049020,Municipal,1707
1296,5373190,Municipal,1706
1297,5585422,Estadual,1707
1298,5585422,Estadual,1723
1299,5869412,Estadual,1711
1300,5869412,Estadual,1714
1301,6048692,Dupla,1711
1302,6048692,Municipal,1711
1303,6123740,Estadual,1708
1304,6123740,Estadual,1712
1305,6123740,Estadual,1717
1306,6123740,Estadual,1722
1307,6123740,Estadual,1723
1308,6201059,Municipal,1706
1309,6479200,Estadual,1720
1310,6497489,Dupla,1715
1311,6497489,Estadual,1706
1312,6497489,Estadual,1715
1313,6583326,Municipal,1715
1314,6599877,Estadual,1706
1315,6599877,Estadual,1707
1316,6601804,Municipal,1714
1317,6602533,Estadual,1711
1318,6683134,Estadual,1706
1319,6876617,Estadual,1711
1320,6876617,Estadual,1716
1321,7066376,Estadual,1707
1322,7066376,Estadual,1723
1323,7068336,Dupla,1706
1324,7068336,Dupla,1712
1325,7068336,Estadual,1706
1326,7068336,Estadual,1712
1327,7185081,Estadual,1711
1328,7205686,Estadual,1715
1329,7400926,Estadual,1707
1330,7400926,Estadual,1708
1331,7400926,Estadual,1709
1332,7400926,Estadual,1723
1333,7845138,Estadual,1707
1334,7845138,Estadual,1708
1335,7845138,Estadual,1723
1336,7871902,Estadual,1711
1337,7891067,Estadual,1706
1338,8003629,Dupla,1706
1339,9255400,Dupla,1715
1340,9262407,Dupla,1706
1341,9262407,Dupla,1723
1342,9650105,Municipal,1706
1343,9650105,Municipal,1723
